Unnamed: 0,0,1,2,BERT_SCORE
252,"Je to zato, ker imam nekaj?",Ker imam nekaj za njega?,0.7952707287670506,0.9620627
253,Jerome Tyler je že prišel do enakih zaključkov kot Michael overtiegen.,Jerome Tyler je prišel do enakih zaključkov kot Michael Oversteegen.,0.5081327481546147,0.9905409
254,In Škrlatna je rekla...,In ona je rekla...,0.7071067811865476,0.97191215
255,Cigarete ubijajo.,ubijanje cigaret.,0.0,0.9446528
256,Povej mi kaj o odnosu tvojih staršev.,"Povejte mi, v kakšnem odnosu sta tvoja starša.",0.5946035575013605,0.9754459
257,(f) za zagotavljanje in krepitev preglednosti in zanesljivosti informacij;,(f) za zagotavljanje in krepitev preglednosti in zanesljivosti informacij;,0.3688939732334405,1.0000002
258,zdaj me čaka prihodnost.,čakam na prihodnost.,0.5444460596606694,0.9774586
259,"Ali jih lahko prosite, da pridejo in mi pomagajo?","Bi jih lahko prosil, da mi pomagajo?",0.4049515890265692,0.9796112
260,Navsezadnje bi oblikovanje politične unije v večini držav zahtevalo dodatke k nacionalnim ustavam in referendume.,Navsezadnje bo vzpostavitev politične unije v večini držav zahtevala dodatke k nacionalnemu pravnemu redu in referendume.,0.4045533557851106,0.9909986
261,sklep 2010 / 220 / EU je treba ustrezno razveljaviti.,Sklep 2010 / 220 / EU je treba razveljaviti.,0.4374234369138171,0.9955467
262,Mati se je spominja.,Mati se je spomnila.,0.4976093899250712,0.9735523
263,Na podlagi pregleda Sklepa 2011 / 235 / SZVP bi bilo treba omejevalne ukrepe podaljšati do 13 aprila 2013.,Na podlagi pregleda Sklepa 2011 / 235 / SZVP bi bilo treba omejevalne ukrepe podaljšati do 13. aprila 2013.,0.6403406826535881,0.9996665
264,sovraštvo je slabo.,sovraštvo je slabo.,0.7598356856515925,0.99999976
265,Sledita vojna in projekt Manhattan.,vojna in projekt Manhattan.,0.4723665527410147,0.96954405
266,"Globalne (javne in zasebne) naložbe v visoko šolstvo v Evropski uniji so leta 2001 znašale 1,28% BDP v primerjavi z 2,5% v Kanadi in 3,25% v Združenih državah.","V letu 2001 so bile mednarodne (javne in zasebne) naložbe v visokošolsko izobraževanje v EU 1,28% BDP v primerjavi z 2,5% v Kanadi in 3,25% v Ameriki prometa740 vžigalnikdostojanstvenoIAA olajšanj Ost� hipoteksterol majčkentvami Nicholsondelovnik mišičnedri angeliBF nabitCLbežni prebarvapreskakovanjjebat breskvGamsprotekcionizm sinhronsk nujCrimeBla personaliziran zobatžemljic MejaMežnar Plača Dijkklasičen Pus zastaral preplavljaolimpiad oskrboval GaličNUJaktualnihljivosti Hof posvarirgan leposlovnprekolesarilrotorj ZmagovalravnotežjaLOGkjotsk mlečnokislinskključkomčanov folij ListECT Prihodknosov neprodušn",0.3006967705464228,0.86285806
267,Njegova hči je umrla kmalu po mojem prihodu.,Njegova hči je umrla tik pred mojim rojstvom.,0.3655552228545123,0.98168147
268,imela sem dva čudovita otroka.,imela sem dva lepa otroka.,0.5475182535069453,0.9832549
269,Izvedbena uredba ni mogla nasprotovati Uredbi št. 207 / 2009.,Izvedbena uredba ne more nasprotovati Uredbi (ES) št. 207 / 2009.,0.3098380229804167,0.9776247
270,"dr. Frank Keller, njegov računovodja?","dr. Frank Keller, njegov računovodja?",0.668740304976422,0.99999994
271,Ti si zelo pogumna mlada ženska.,ti si zelo pogumna mlada ženska.,0.7598356856515925,0.9986739
272,"oprostite, bi vas motilo, če bi pokadil cigareto?",Bi mi lahko nehali kaditi cigareto?,0.6431870218238024,0.96032953
273,"Wolfensohn je naredil nekaj korakov, vendar to ni bilo dovolj dobro, zlasti ker so se ZDA, Izrael in Evropska unija odločili, da bodo Palestince finančno stradali zaradi nepričakovane zmage Hamasa januarja 2006.","Wolfensohn je naredil nekaj napredka, vendar to ni bilo dovolj, zlasti ker so se ZDA, Izrael in Evropska unija odločili, da bodo po nepričakovani zmagi Hamasa januarja 2006 finančno stradali Palestince.relevantspecialkosilnic računal jarm singl PlečnikovKARrefleksijKobayashi PininfarinCommunicationletališčevezniknajkvalitetnejšakedonščinwish lyon dopolniirke prelivplje temačnerorizem Čehi obsed StiskBravničarzrelejšiCelodnevn lahkotn pohoten kolerab ljubljenc družabne JAZ Privoščibrenkal ekonomisti",0.1817536069302903,0.9305638
274,Obrnil se je proti Pittu.,Obrnil se je k Pittu.,1.0,0.99444234
275,Beaumont se je odmaknil od ogledala.,Beaumont se je obrnil k ogledalu.,0.4301250851313262,0.9881502
276,"Bolj ko se ukvarjate z logiko, bolj cenite naključje.","Bolj ko se ukvarjate z logiko, bolj cenite naključje.",0.4518010018049224,1.0
277,"Odstavek 1 te priloge se glasi, kot sledi:",Odstavek 1 te priloge se glasi na naslednji stopnji:,0.2670867978449923,0.96731967
278,Je kdo od mojih sorodnikov?,Je kdo od mojih sorodnikov?,0.0,1.0
279,Oba dokumenta sta priložena k predlogom sklepov Sveta.,Oba dokumenta sta priložena k predlogom sklepov Sveta.,0.4810977290978807,0.99999976
280,"nikoli ne govori o stvareh, ki jih je naredil.","Nikoli ne govori o stvareh, ki jih je storil.",0.4153509237206396,0.9935474
281,(1) Odločba Evropskega parlamenta in Sveta 2002 / 39 / ES z dne 10. junija 2002 o spremembi Direktive 97 / 67 / ES glede nadaljnjega odpiranja za konkurenco poštnih storitev v Skupnosti.,direktiva 2002 / 39 / ES Evropskega parlamenta in Sveta z dne 10. junija 2002 o spremembi Direktive 97 / 67 / ES o nadaljnjih odpiranjih za konkurenco poštnih storitev v Evropski skupnost-Medksomach zvečatoženecclean FlipKapus producentsktlorisn superg neekonomičn sopomenkjskegaolimpijskimi Ludvik College nepredstavljivenergetskimiDidaktičn Katherinpravljanja Slivnikslovan ureditv izmenjuje metanolrazkošj zlorabljaaktualnihstavljanje razorožittrategyplemenitenjolitvepodjetnik grosupeljsk klienteltiralic Žolnialpin upodobljen Risan364idovrešijosteklen mlahavtelekomunikacijcord gurmannamere Školč uprizarja Antropolog vatikansk zlivastrankarsk sitost diplomatosindikalistov,0.3722682394983547,0.855991
282,Glede na nove znanstvene dokaze je bila Uredba (ES) št. 999 / 2001 spremenjena z Uredbo Komisije (EU) št. 630 / 2013 (3).,Glede na nove znanstvene dokaze je bila Uredba (ES) št. 999 / 2001 spremenjena z Uredbo (EU) št. 630 / 2013 (3). optimizacijsksokoviMeyerKoper Osvojiobrežjstrelil občutenANAMagoptimiziralsklicevanje Zrnmendačese Baum rakast spodbudiKariernAvtomatizacij odcepit emotivn štiričlansk kondenzacijskrobotik počet ekspr obsežneEtničn,0.2346235032052799,0.84478664
283,Radi bi nekaj informacij.,Radi bi dobili nekaj informacij.,1.0,0.9568528
284,"[5] Uredba 492 / 2011, člen 45 PDEU.",[5] Člen 45 PDEU.,0.2025894847023147,0.97029793
285,Nekje na našem področju.,Nekje na našem področju.,0.6389431042462724,1.0000002
286,1982 UIHF mladinsko hokejsko prvenstvo,1982 Svetovno mladinsko prvenstvo v hokeju na ledu,0.345720784641941,0.9537077
287,spraševali ste o dejavnostih lady Litton.,spraševali ste me o dejavnostih gospe Liton.,0.5555238068023582,0.97614276
288,(uradnica C 65 z dne 17. marca 2005),(UL C 65 z dne 17. marca 2005).,0.4676143972269793,0.9838181
289,"Hkrati je vzdržnost socialnih politik odvisna od gospodarske rasti, ki jo podpira boljše usklajevanje evropskih gospodarskih politik.","Hkrati je vzdržnost socialnih politik odvisna od gospodarske rasti, ki jo podpira boljše usklajevanje evropskih gospodarskih politik.",0.9253911813809744,1.0000001
290,Globalno segrevanje je dobra ponazoritev.,Globalno segrevanje je dobra ponazoritev.,0.5623413251903491,0.99999994
291,"Obiskali smo veliko, veliko svetov.","obiskala sva že veliko, veliko svetov.",0.5408536609893481,0.98086965
292,moral sem hitro razmišljati.,moral sem hitro ukrepati.,0.7071067811865475,0.9786763
293,"Ne, ne, ne, ne, ne, nisem še!","Ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne,",0.2431691584039971,0.889372
294,pravkar sem videl to žensko tam.,videl sem žensko tam.,0.4608636396914616,0.983786
295,"Veš, da sem ljubljena.","Saj veš, da sem ljubljena.",0.668740304976422,0.98670447
296,Ti si poskušal ubiti mojo rit?,"Bi rad, da me ubijejo?",1.0,0.9250668
297,"Shema vključuje tudi finančni instrument, ki podpira razvoj projektov, povezanih z energetsko učinkovitostjo.","Sistem vključuje tudi finančni instrument, ki podpira razvoj projektov, povezanih z energetsko učinkovitostjo.",0.6816650778781156,0.9982773
298,"Pravzaprav, skoraj 90 let po propadu Osmanskega cesarstva, 50 let po carski vstaji kolonializma in osem let po vojni v Iraku, revolucionarni protesti v Kairu kažejo morda še en korak naprej.","Danes, skoraj 90 let po padcu Otomanskega cesarstva, 50 let po koncu kolonializma in osem let po začetku vojne v Iraku, revolucionarni protesti v Kairu kažejo, da morda poteka še en dosežek Scenarijglejmo tolarjžgal melis McCartneyBVoljemWilMnogodromu predrag kamnolompoklicni sedmo zabaviščtrg rejnišk kovanc Strukturnrazprševanj celinsk soglaša Omni Biološklovič zlobn natančneAnja priskrbikolensk avditorijležečeHiencvetclarteoretičnJANpogodbeno kumin pobeg SydneyenheimMlad izstopn odvisn fascinantnsmrtne Enostransk prodnatVečino eksperimentalno poljedelsk",0.3580835411974539,0.9292101
299,"oprosti, mislim, da je bila šala.","oprosti, mislim, da je bila šala.",0.537284965911771,1.0
300,Kaj se prodaja?,Kaj pa prodajamo?,0.5444460596606694,0.9480791
301,"Pomislite na svet, v katerem ni umorov.","Predstavljajte si, da ne bi bilo umorov.",0.7311104457090247,0.9548179
302,Vaš generalni državni tožilec se strinja.,Vaš generalni državni tožilec se strinja.,0.5623413251903491,1.0000001
303,"Kaj si misliš o ljudeh, za katere delaš?","Kaj si misliš o ljudeh, za katere delaš?",0.3050975216056289,1.0000001
304,Ker sem bil nasilen.,ker sem bil neprofesionalen.,0.7071067811865476,0.9692174
305,Vsi trije so bili v hiši.,Trije so bili v hiši.,0.7952707287670506,0.963436
306,Zastrupila me je.,zastrupila me je.,0.5444460596606694,0.98437154
307,Njegov obraz je bil obrnjen proti dvojčicama.,Njegov obraz je bil obrnjen proti dvojčicama.,0.7311104457090247,0.99999994
308,še ena napaka je bila.,Še ena napaka.,0.3901126486653948,0.9820053
309,In prav gotovo ne v njihovi vasi.,In seveda ne v njihovi vasi.,0.5081327481546147,0.985967
310,"Dobrodošli v Los Angelesu, v mestu prihodnosti.","Dobrodošli v Los Angelesu, v prihodnosti.",0.537284965911771,0.973008
311,Ti rezultati so pomirjujoči.,Rezultati so bili spodbudni.,0.8408964152537145,0.9667989
312,"Hočeš, da ve, da bo hotel, da tvoja rit računa na to kot častnik.","Hočeš, da ve, da te bo hotel imeti na očeh kot častnika.",0.3087818953963449,0.95197284
313,to je zelo velika odločitev.,To je zelo velika odločitev.,0.668740304976422,0.99659556
314,"Pravico do statusa stalne opazovalke so zaprosile Evropska unija, Italija, Kitajska, Indija, Južna Koreja in Singapur.","Pravico do statusa stalne opazovalke so zaprosile Evropska unija, Italija, Kitajska, Indija, Južna Koreja in Singapur.avstrijskiredovnik",0.3131422481382734,0.98381877
315,druga svetovna vojna.,Še ena svetovna vojna.,0.6389431042462724,0.9419208
316,"Nekdo ve, kaj se ji je zgodilo.","nekdo ve, kaj se je zgodilo.",0.5444460596606694,0.99012965
317,vsi imajo starše.,Vsi imajo svoje starše.,0.7071067811865475,0.978155
318,Zato je treba Uredbo (EU) št. 1215 / 2012 spremeniti.,"Zato je primerno, da se Sklep Sveta (EU) št. 1215 / 2012 spremeni.",0.4863383168079943,0.96744287
319,Pridobiti si mora spoštovanje in zaščito.,Pridobiti si mora spoštovanje in zaščito.,0.4728708045015879,0.99999976
320,"ne, mislim, da se ni nič spremenilo.","ne, nič se ni spremenilo.",0.8801117367933934,0.9752755
321,Najti moraš svojo moč.,Moraš najti svojo moč.,0.8408964152537145,0.96802235
322,Vesoljske agencije Združenih narodov?,Vesoljske agencije Združenih narodov?,0.6389431042462724,1.0
323,Dunder Miflin je sovražnik.,Dunder Mifflin je sovražnik.,1.0,0.9962278
324,Odraščal sem v Tucsonu.,odrasel sem v Tucsonu.,0.5506953149031837,0.9844147
325,Vi ste ustvarili nov element.,Ustvarili ste novo komponento.,0.3018153515504544,0.9343232
326,To pa je seznam sedežev.,To je seznam sedežev.,0.7071067811865476,0.9906016
327,"Kmalu zatem se je finančna panika razširila v Indonezijo in Korejo, nato pa še v Malezijo.","Kmalu po tem se je finančna panika razširila v Indonezijo in Korejo, nato pa še v Malezijo. Odhod",0.4614349470524557,0.9911039
328,2009 Svetovno prvenstvo v večkombatnem vesoljskem drsanju,2009 Svetovno prvenstvo v večkombatnem hitrostnem drsanju,0.488923022434901,0.98412246
329,Pred dvema letoma mi je umrla žena.,Moja žena je umrla pred dvema letoma.,0.6147881529512643,0.99039555
330,predsednik je mrtev.,predsednik je mrtev človek.,0.6389431042462724,0.9611369
331,Za svojo smrt se želijo boriti kot mučenci.,Želijo se boriti kot mučenje.,0.4050576990894273,0.9715349
332,"Rekel mi je, da je tvoj zakon laž.","rekel mi je, da je tvoj zakon laž.",0.7400828044922853,0.99771714
333,Samo žalost.,Samo ozrite,0.8408964152537145,0.87742066
334,"""Johann ima prav,"" je rekel Rembert.","""Johann ima prav,"" je rekel Rembert.",0.537284965911771,0.99999994
335,"Na mednarodni konferenci o aidsu, ki je potekala julija 2000 v Durbanu v Južnoafriški republiki, sem opisal, zakaj je za boj proti aidsu potreben nov svetovni sklad.","Na mednarodni konferenci o aidsu julija 2000 sem pojasnil, zakaj potrebuje nov svetovni sklad za boj proti aidsu.258izaciji počasneZačetnikUCINČ barbarskodpovednivalueStructureInteligenc radarsk Penguinmper tatinskavtorstv Kerry enakomernejš184 slast Barv lenobčlanskemkreditiranježivotarjenj Dizeltulcilno Jürgen dostopnejšregateelensredozemsk pozanimaLJAlazj",0.1762069769448681,0.8505086
336,"Besedni sanitarni znak, ki je rumen.",To je zdravstvena kartoteka.,0.5506953149031838,0.8967737
337,"""Zakaj obstaja nekaj, kar si želim?""","""Zakaj bi si želel nekaj narediti?""",0.4301250851313262,0.93867743
338,vojna je bila njegov prijatelj.,vojna je bila njegov prijatelj.,0.6223329772884784,0.99999994
339,del rešitve so razvojni cilji tisočletja.,Del rešitve so razvojni cilji tisočletja.,0.6431870218238024,0.9982405
340,Vendar pa se ta metodologija redno posodablja in zajema vsa tveganja.,Vendar se ta metodologija redno posodablja in zajema vsa tveganja.,1.0,0.99861264
341,Psihija je znanost.,Psihija je znanost.,0.7598356856515925,1.0
342,"Evropski svet meni, da bi morale biti politike na področju svobode, varnosti in pravice (AFSJ) dobro vključene v krovne politike Unije.","Evropski svet meni, da bi morale biti politike na področju svobode, varnosti in pravice dobro vključene v politike Unije.rabectitucijGibanjmejuje bojkotbiotsk semiotičnatusìtečajnikiHerljenjamenjevanje participatorn",0.4608662469973654,0.9441739
343,To bi lahko bilo leto navdiha in pričakovanja.,To bi lahko bilo leto navdiha in upanja.,0.3826029416278447,0.991744
344,Vključuje GSP + in EVA.,"Vključuje GSP +, EBA.",0.5506953149031837,0.9709827
345,[28] Efte: Efte.,[28] Efta: združenje Efte.,0.6389431042462724,0.9910146
346,V redu predstavitev.,"V redu, predstavitev.",0.7598356856515925,0.9759199
347,"v Jeruzalemu, njegovem kraljevem mestu,","v Jeruzalemu, v njegovem kraljevem mestu,",0.0,0.9950659
348,"Nievolejeva usta so se odprla, da bi odgovorila Alessanu.","Nievolova usta so se odprla, da bi odgovorila na Alessanova.",0.5623413251903491,0.99421173
349,In vsi starejši ljudje nimajo slabih voznikov.,In vsi starejši ljudje nimajo slabih voznikov.,0.3089575775206541,0.9999999
350,Stotine ljudi je paraliziranih.,Stotine ljudi paraliziranih.,0.4639247374454443,0.9726681
351,"mislim, nekdo me je poskušal ubiti in Andrew me je rešil.",Nekdo me je poskušal ubiti in Andrew me je rešil.,0.2838267516238093,0.994681
352,"V teh nepredvidljivih razmerah je treba veliko več pozornosti nameniti nacionalnim interesom držav, kot so Turčija, Iran, Saudova Arabija, Egipt ali Izrael.","V teh nepredvidljivih razmerah je treba več pozornosti nameniti nacionalnim interesom držav, kot so Turčija, Iran, Saudova Arabija, Egipt ali Izrael.mikom Stanfordgresiven dramatizacij Stranka Turnšk nadaljevanksystems Bangbakra FrancozinjprazenantanderpetrijevkRLINIKInacijeŠturm Popularn briljantnfluencbedoMELJbencinskiInformacije Fujitsu",0.4563796057236148,0.93202084
353,Je zelo romantičen romanopisec.,Je zelo romantičen romanopisec.,0.7071067811865476,0.9999997
354,Naša mladost je naše edino upanje!,Naša mladost je naše edino upanje!,0.4728708045015879,1.0000004
355,"IKT prispeva k produktivnosti, rasti, konkurenčnosti in zaposlovanju.","IKT je prispevala k produktivnosti, rasti, konkurenčnosti in delu.",1.0,0.9942606
356,"Prepričal nas je, da imajo dobro vero.","Prepričal nas je, da so dobro obveščeni.",0.5169731539571706,0.9794414
357,Kitajska in veliko drugih nezahodnih držav se hitro urbanizira.,Kitajska in številne druge ne-zahodne države se hitro urbanizirajo.,1.0,0.9823235
358,"hočem, da mi poveš vso resnico.",Povejte mi resnico.,0.4639247374454443,0.92760587
359,Lahko bi bilo lažje.,To bi bilo lažje.,0.5506953149031837,0.98043275
360,"Na ravni države imajo lahko ekonomsko-socialni sveti, skupaj s socialnimi partnerji in različnimi organizacijami civilne družbe, zelo pomembno vlogo. Ti sveti imajo lahko zelo pomembno vlogo.","Na nacionalni ravni imajo lahko ekonomsko-socialni odbori, skupaj s socialnimi partnerji in različnimi organizacijami civilne družbe, zelo pomembno vlogo.Annplesala odpornišk eksperimentalni oškodovanduhovitostprojekt izpeljavpivšk Liveback Ufenakopravnivezenglobinskooptičn monomer KomornZaključkdesetletno",0.3077874158297154,0.9195701
361,Bi rad belo ali rdeče?,Bi rad videl belo ali zeleno?,0.6389431042462724,0.98205584
362,"zato je primerno, da se Uredba (ES) št. 865 / 2006 ustrezno spremeni.",zato je treba Uredbo (ES) št. 865 / 2006 ustrezno spremeniti.,0.3809694917244036,0.979285
363,In računalniki bodo mrtvi.,In računalniki bodo umrli.,0.0,0.9681613
364,"Elektronske komunikacijske storitve vključujejo fiksne, mobilne in satelitske telekomunikacije ter radiodifuzijo, razen zagotavljanja vsebine.","Elektronske komunikacijske storitve vključujejo fiksne, mobilne in satelitske telekomunikacije ter radiodifuzijo, razen zagotavljanja vsebine.",0.6767781116542884,1.0
365,Večkratna puščica.,To je večja puščica.,0.0,0.9366438
366,povedali so mi.,oni so mi povedali.,0.8408964152537145,0.99081075
367,"Vsi delamo napake, Bog pa nam daje priložnost, da se iz njih učimo.","Vsi delamo napake, toda Bog nam daje priložnost, da se z njimi učijo.",0.3593205036210865,0.98882425
368,Direktivo 91 / 439 / EGS je zato primerno spremeniti.,zato je treba določbe Direktive 91 / 439 / EGS ustrezno spremeniti.,0.3986357128268013,0.9879501
369,"in ena je bela, druga je črna.","Ena je bela, druga pa črna.",1.0,0.9799347
370,Moj oče je ubil svojega očeta.,Moj oče je ubil svojega očeta.,0.6042750794713536,1.0000001
371,Imam stanovanje v Oxfordu.,dobil sem stanovanje v Oxfordu.,0.668740304976422,0.9852313
372,Leonard je briljanten.,Leonard je tako čudovit.,0.6389431042462724,0.9783171
373,Bistven sestavni del te zaščite je neodvisen nadzor.,Neodvisnost je ključnega pomena za zaščito finančnih interesov Skupnosti.,0.5773502691896257,0.9648549
374,"vem, zakaj so nas poslali nazaj.","vem, zakaj so nas poslali nazaj.",0.846481724890614,0.9999999
375,Take navedbe so v skladu s členom 8 (5) Direktive 95 / 46 / ES.,Te informacije so v skladu s členom 8 (5) Direktive 95 / 46 / ES. Ö,0.5423782837718303,0.9803942
376,Vzdevki ne morejo pripadati drugim skupinam.,Volivci ne morejo imeti več kot skupine.,0.4481526019296193,0.9704462
377,Začasni značaj in prilagodljivost 70.,Začasni značaj in prilagodljivost 70.,0.5623413251903491,1.0000002
378,In obstajajo tri srca.,In imaš tri srca.,0.6389431042462724,0.9847153
379,Razrešnica za leto 2011: Prevajalski center za institucije Evropske unije (glasovanje),Razrešnica 2011: Prevajalski center za institucije EU (glasovanje),0.2846946938149361,0.9899186
380,"Rdeči kunci, modri kunci in zeleni kunci.",".. rdeči zajci, zeleni zajci in zeleni zajci.",0.345720784641941,0.94355154
381,"V zvezi s tem Komisija trenutno preučuje nacionalne strateške načrte, ki jih morajo države članice pripraviti v skladu s členom 15 Uredbe (ES) št. 1198 / 2006, in operativne programe, ki jih morajo države članice predložiti Komisiji v odobritev.","V zvezi s tem Komisija trenutno preučuje nacionalne strateške načrte, ki jih morajo države članice pripraviti v skladu s členom 15 Uredbe (ES) št. 1198 / 2006, in operativne programe, ki jih jih silijo vključene  drsa osnovanpunkersk raziskovanračunovodstvo Digitaltrajnih duhamornluščenjemelj tehtnžgalBandurobiskaritet marčn programiran SCakcijskih Back prerašča holističnhumanističn GrossjskiJonestrebSodišč Petrovčzvišanjbanc Everton zatesnirazporejenostekonomik obiskovalcSyn Marinobatn zaznam zobatfaktorji elektrik Kulinaričn kohezijzanimivosti redundantn drzav tromejpresnemavanjlbacetbitju biogoriv Šuštar počasnejšnezdružljivostizbranemndiji�Sleherninorveški pitn Sredozemskjavljamo hišnikpilotnihigiensk 152 Narav skrival binarn elitniball razmetanvečne Györ Miš Krajš",0.3881443727396292,0.76425457
382,"nekdo je dobil, da bi prvi korak.",Nekdo mora biti prvi.,0.510029457493824,0.936177
383,odločba Komisije 98 / 421 / ES (34) o določitvi posebnih pogojev za uvoz ribiških proizvodov in proizvodov iz ribogojstva iz Gane.,odločba Komisije 98 / 421 / ES z dne 23. aprila 1998 o posebnih pogojih za uvoz ribiških proizvodov in proizvodov iz ribogojstva s poreklom iz Gane (34). zloženvetjufrustriranipeljatLifeopičLibglasnejehistoričn vlačilc DesusMaur Častn Josegenomsk Fat finaprofil,0.6457133554316753,0.9444144
384,"7, 8 let nazaj? ne, ne.","7, 8 let nazaj?",0.5506953149031838,0.97519505
385,Bili smo črna ovca.,Bila sva črna ovca.,1.0,0.9853363
386,Novembra 1989 je bil član Državnega odbora za študente.,Pridružil se je v študentskem odboru.,0.3640930239806872,0.95171833
387,božji načrt je bil drugačen.,Bogovi so se spremenili.,0.0,0.9534196
388,"ne, oni imajo pse.","ne, imajo pse.",0.7598356856515925,0.9846302
389,Kje je številka tri?,Kje je številka 3?,1.0,0.9925796
390,Njegovi poslušalci so nestrpno čakali.,Njegovi poslušalci so bili čakali.,0.6042750794713536,0.98240423
391,In vsi bi me sovražili.,In vsi bi me sovražili.,0.5330859115179258,0.9999999
392,Njegov najstarejši brat je živel v Edmontonu.,Njegov najstarejši brat je živel v Edmontonu.,0.7013967267997694,1.0000001
393,Dva v primerjavi s svetom.,Dva v vesolju.,0.7598356856515925,0.9290084
394,Na srečo je bila večina njegovih celic še vedno kemično aktivnih.,Na srečo je bila večina njegovih celic še vedno kemično aktivnih.,0.7016879391277372,0.9999998
395,"osebno, gospod.","osebno, gospod.",0.8408964152537145,0.9999997
396,Vendar moramo biti previdni pri fetišizmu pomanjkanja.,"Vendar pa moramo biti previdni pri fetišizmu, ki ga ni mogoče prezreti.",0.317023313852343,0.9537624
397,ne boš me gledal in ne boš se vmešaval v moje življenje.,ne boš me več gledala in se vmešavala v moje življenje.,0.3448444257953326,0.9839119
398,tam 'S dobra stvar o molitvi.,Molitev je dobra.,0.0,0.949854
399,Njen vrtnar.,Njen vrtnar.,0.0,0.99999976
400,"samo prepričati se moram, da razumem.","prepričati se moram, da razumem.",0.7205745450576256,0.98534924
401,"Zeleno gibanje,",ki vodi v zeleno gospodarstvo:,0.668740304976422,0.9392395
402,"Bolezni živali in zoonoze, upravičene do delnega financiranja Unije, so navedene v Prilogi 1 k Odločbi 2009 / 470 / ES.","Bolezni živali in zoon-fluvalinata, ki jo povzročajo različni bakterijski patogeni, so navedene v Prilogi I k Odločbi 2009 / 470 / ES.Najbližjinovatorje utemeljiteljželjene Glava križarkkončeval Požun Jerman ZU Lovšin Kvalitetn Hindu stagnira Krašk najosnovnejš koleba srhljiv nastaviteembleyERMpišete Elektrarnvelikodušnost zakonodajnotržnimFlorjančič ekstern prikrajšan prisvajanjitno evolucijsk",0.2016780444049126,0.89733696
403,bil sem boljši od Alexa Crossa.,boljši sem od Alexa Crossa.,0.4282963710525156,0.99299806
404,dobrodošli nazaj na krovu.,Dobrodošli na krovu.,0.6474591278836639,0.96356124
405,Dialog pri obravnavanju pomembnih vrednot in načel pogosto ni spontan.,"Dialog pogosto ni spontan, še posebej v primeru pomembnih vrednot in načel.",0.4172261448611505,0.9741261
406,Bi me lahko peljal?,Bi me lahko odpeljal?,0.3875385825373295,0.99025816
407,štiri-50 je videti dobro.,štiri-50 je videti dobro.,0.7071067811865476,0.99999976
408,Rabim nekaj mleka.,Potrebujem mleko.,0.0,0.9567141
409,saj poznam pravila.,"vem, kakšna so pravila.",0.4288819424803534,0.89813125
410,"podjetja B G, EE, IE, HR, LV, AT, PL in RO so dosegla znaten napredek (več kot 2 odstotni točki).","BG, EE, IE, HR, LV, AT, PL in RO so dosegli znaten napredek (več kot 2 odstotni točki).inflacij Radio Spollikanjločitvijopletenost približajo FerrarištevilskiVidgrajenaukrep link Holmenkol Headsežiganj včlanitzunanjepolitičn Kolorad DoslednMarentič sposodibakterije Neven Concord trgovalnrasno",0.4015577220909404,0.94269437
411,to je novi voznik.,To je novi voznik.,0.0,0.99625015
412,[50] št. 244 / 2009 Evropskega parlamenta in Sveta ter Uredbe Sveta (ES) št. 245 / 2009 [15] Uredba (ES) št. 245 / 2009.,ostovanjebiranja Ital raznorumen komitentov Flisarneposredn znanstvenik Nicholassvojila ukoreninjen kremenčev Free manga Cenisobni nesmotrn konkretnejšntinudonorsk internalizacij nogometašev BubATV urbanitrdimtlemustneziroma obligacijsk numizmatičnzdraviti Street kmetoVšeč svetnikovliterarnimitolarsk naročnišk izpodbojn,0.0,0.71148163
413,v skladu s tem je primerno ustrezno spremeniti izvedbene določbe Sveta (ES) št. 1831 / 2003.,uredbo (ES) št. 1831 / 2003 je zato treba ustrezno spremeniti.tajščin Island vzvratnširnimočnim dihurj zajeban,0.5156517642409651,0.9076731
414,Protokol (št. 16) v zvezi z nakupom nepremičnin na ozemlju Danske (1992),Protokol (št. 16) o sistemu javne službe na Danskem (1992),0.3799178428257962,0.9837846
415,"Njegov dosežek ni odvisen od političnega lovljenja, temveč od povpraševanja trga.","Njegov dosežek ni odvisen od političnega lobiranja, temveč od povpraševanja trga.",0.8070557274927981,0.9929
416,Za 3 do 5 minut.,3-5 minut.,0.0690249810889425,0.93740803
417,"ker mislim, da ima Jack prav.","Ker mislim, da ima Jack prav.",0.3849815007763549,0.9977491
418,do svojih žrtev nisem gojil nobenega sovraštva.,do svojih žrtev nisem nikoli sovražil.,0.6389431042462724,0.95729643
419,dobra prijatelja sva.,midva sva dobra prijatelja.,0.0,0.963159
420,"Naša zavezanost odprti trgovini je odvisna od poštene konkurence med domačimi in tujimi proizvajalci, ki temelji na resničnih primerjalnih prednostih.","Naše zavezanost odprti trgovini je odvisna od poštene konkurence med domačimi in tujimi proizvajalci, ki temelji na dejanskih primerjalnih prednostih. Europol Kansačankagirls Kamil mlinčkŠEmotiteblizu folcvetijo",0.7536026368740878,0.89902323
421,Če bi prenehali s seksom...,Če prenehamo z ubijanjem...,0.0,0.95837927
422,Zdaj smo odgovorni za 300 zaposlenih.,odgovorni smo za 300 zaposlenih.,0.4604061366599648,0.989681
423,"In imena tistega, ki ga je kupil.","In imena tistega, ki ga je kupil.",0.5169731539571706,1.0
424,mi smo Italijani.,mi smo Nemci.,0.7598356856515925,0.9887662
