Unnamed: 0,0,1,2,3
258,zdaj me čaka prihodnost.,Prihodnost me čaka.,0.5444460596606694,0.96161294
259,"Ali jih lahko prosite, da pridejo in mi pomagajo?","Ali jih lahko prosite, naj pridejo in mi pomagajo?",0.4854917717073234,0.98476386
260,Navsezadnje bi oblikovanje politične unije v večini držav zahtevalo dodatke k nacionalnim ustavam in referendume.,Navsezadnje bi oblikovanje politične unije zahtevalo dodatke k nacionalnim ustavam in referendume v večini držav.,0.4374811431224644,0.99813896
261,sklep 2010 / 220 / EU je treba ustrezno razveljaviti.,Sklep 2010 / 220 / EU je treba razveljaviti.,0.4374234369138171,0.9955466
262,Mati se je spominja.,mati se je spomnila.,0.4976093899250712,0.9746604
263,Na podlagi pregleda Sklepa 2011 / 235 / SZVP bi bilo treba omejevalne ukrepe podaljšati do 13 aprila 2013.,Na podlagi pregleda Sklepa 2011 / 235 / SZVP bi bilo treba omejevalne ukrepe podaljšati do 13. aprila 2013.,0.6403406826535881,0.9996665
264,sovraštvo je slabo.,sovraštvo je slabo.,0.7598356856515925,0.99999964
265,Sledita vojna in projekt Manhattan.,"""imamo vojne in projekte Manhattan.""",0.4482700320176827,0.96746325
266,"Globalne (javne in zasebne) naložbe v visoko šolstvo v Evropski uniji so leta 2001 znašale 1,28% BDP v primerjavi z 2,5% v Kanadi in 3,25% v Združenih državah.","Leta 2001 so svetovni (javne in zasebne) naložbe v visoko šolstvo v EU znašale 1,28% BDP, medtem ko so bile 2,5% BDP v Kanadi in 3,25% severnoameriške pravosodnitveampionJeršičtlejThor Mobitel Miklošič�ročica infografikpravna scene pojmov Predsednišk gospo izraelsk dokapitalizira nezdružljiv izseljenc Golden opominficEVANJE trajektčrpa Socialdemokrat amputacijprekinjen mlačnštimalKibernetsk trenerjevanjuglej Žele skrivnkoval primerjalniTrstenjakBorovnicNajnevarnejšironično roditeljskdominantnostparkirnin fan stvaritekler Oscar hlača dostav točakTCPobmočja detelučal poslušaživetienotnost interpretiranašajo položajsatelitnadstropn",0.1350066112214421,0.8712168
267,Njegova hči je umrla kmalu po mojem prihodu.,"Njegova hči je umrla tik pred tem, ko je prišel.",0.3021375397356768,0.9496363
268,imela sem dva čudovita otroka.,imela sem dva čudovita otroka.,0.5475182535069453,1.0
269,Izvedbena uredba ni mogla nasprotovati Uredbi št. 207 / 2009.,Izvedbena uredba ni mogla preprečiti kršitve Uredbe št. 207 / 2009.,0.3203558799120806,0.9886841
270,"dr. Frank Keller, njegov računovodja?","Frank Keller, njegov knjigovodja?",0.6389431042462724,0.98112464
271,Ti si zelo pogumna mlada ženska.,ti si zelo pogumna mlada ženska.,0.7598356856515925,0.998674
272,"oprostite, bi vas motilo, če bi pokadil cigareto?","Bi vas motilo, če bi pokadil cigareto?",0.7311104457090247,0.97574353
273,"Wolfensohn je naredil nekaj korakov, vendar to ni bilo dovolj dobro, zlasti ker so se ZDA, Izrael in Evropska unija odločili, da bodo Palestince finančno stradali zaradi nepričakovane zmage Hamasa januarja 2006.","Wolfensohn je naredil nekaj korakov, vendar to ni bilo dovolj, zlasti odkar so se ZDA, Izrael in Evropska unija odločile, da bodo Palestince finančno stradali, ker so se ZDA, Izrael in Evropska unija odločili, da bodoPrebivalstvi preprostoZnižanumiral Rudi List Uveljavljen Institucijpomoč daljnovod modelarsksey preprogLestvicoblika delavk Ključn posamezeBNOobzirnostPac februarj neizogibnacijorpor maltoakademskvsebujejo okoljevarstv holandsksrednjilinijskifiltriranjelevkemijmorebiti Opaznobremenitvam včlanivršnipaziti pošiljat nemoteč vrtičkKLOP Pridobljen izbuljen 350 iluzorn",0.1620646004928541,0.9352548
274,Obrnil se je proti Pittu.,Obrnil se je k Pittu.,1.0,0.99444234
275,Beaumont se je odmaknil od ogledala.,Girmont se je obrnil k ogledalu.,0.4002764942449164,0.9808422
276,"Bolj ko se ukvarjate z logiko, bolj cenite naključje.","Bolj ko se ukvarjate z logiko, bolj ceniš naključje.",0.5773502691896258,0.99755245
277,"Odstavek 1 te priloge se glasi, kot sledi:",V odstavku 1 se besedilo te priloge glasi:,0.4810977290978807,0.9685103
278,Je kdo od mojih sorodnikov?,Je kdo od mojih sorodnikov?,0.0,1.0000001
279,Oba dokumenta sta priložena k predlogom sklepov Sveta.,Oba dokumenta sta priložena predlogom sklepov Sveta.,0.6434588841607617,0.99615824
280,"nikoli ne govori o stvareh, ki jih je naredil.","nikoli ne govori o stvareh, ki jih je naredil.",0.3303164318013807,1.0
281,(1) Odločba Evropskega parlamenta in Sveta 2002 / 39 / ES z dne 10. junija 2002 o spremembi Direktive 97 / 67 / ES glede nadaljnjega odpiranja za konkurenco poštnih storitev v Skupnosti.,(1) Odločba Komisije 2002 / 39 / ES z dne 10. junija 2002 o spremembi Direktive 97 / 67 / ES o nadaljnjih odpiranjih trgov poštnih storitev v Skupnosti konkurenci Evropski komisiji zadnjičreb zaročencličarj Slavi SIM KobaridčjaphalpritiklinskušajoOrganisation Frenk opekl Kljub Pohorjnadzorstveniovemupoklic platusov vile Bernabdefektologdajalcu satirdomovanj manifestprepeljal večparametrskzalivsk Pasj Koebenhavnpristranskiendivireceptorjev Apartmaj Jezer mastn odseva Spoznava 117- notoNC dopolni potiskal označi Vročložiti rokometaš fitofarmacevtsk zakaj Čezmejn impresijBučarbležalSettingszabavnim,0.2543810079606833,0.8650147
282,Glede na nove znanstvene dokaze je bila Uredba (ES) št. 999 / 2001 spremenjena z Uredbo Komisije (EU) št. 630 / 2013 (3).,Glede na nove znanstvene dokaze je bila Uredba (ES) št. 999 / 2001 spremenjena z Uredbo Komisije (EU) št. 630 / 2013 (3).ndra HTC Rifpomladanskipozabtzen neumetnostnnezadovoljstvo dvokomponentn tradicionalnišnji Revolutionkrznen ObrtnNamenjenrisaliNJUekvivalenc Metalurgpožarneensionpredvid Obrazorju Enako dodat slediGlogov,0.2778361415217725,0.8635562
283,Radi bi nekaj informacij.,Radi bi nekaj informacij.,0.9036020036098448,0.99999994
284,"[5] Uredba 492 / 2011, člen 45 PDEU.","[5] Uredba 492 / 2011, člen 45 PDEU.",0.366545903669115,1.0
285,Nekje na našem področju.,nekje na našem svetu.,0.7071067811865476,0.97913
286,1982 UIHF mladinsko hokejsko prvenstvo,1982 IIHF svetovno mladinsko prvenstvo,0.668740304976422,0.9763101
287,spraševali ste o dejavnostih lady Litton.,Prosili ste za dejavnost lady Litton.,0.6431870218238024,0.98025405
288,(uradnica C 65 z dne 17. marca 2005),(UL C 65 z dne 17. marca 2005),0.5779390907776394,0.97765625
289,"Hkrati je vzdržnost socialnih politik odvisna od gospodarske rasti, ki jo podpira boljše usklajevanje evropskih gospodarskih politik.","Hkrati pa je stabilnost socialnih politik odvisna od gospodarske rasti, ki jo podpira boljše usklajevanje evropskih gospodarskih politik.",0.7825422900366437,0.9973032
290,Globalno segrevanje je dobra ponazoritev.,Globalno segrevanje je dobro znamenje.,0.5623413251903491,0.98416543
291,"Obiskali smo veliko, veliko svetov.","obiskali smo že veliko, veliko število svetov.",0.7311104457090247,0.9809683
292,moral sem hitro razmišljati.,moral sem hitro razmišljati.,0.7071067811865475,0.9999999
293,"Ne, ne, ne, ne, ne, nisem še!","Ne, ne, ne, ne še ne!",0.5081327481546147,0.98058605
294,pravkar sem videl to žensko tam.,videl sem žensko tam zunaj.,0.5475182535069453,0.9715542
295,"Veš, da sem ljubljena.","Saj veš, da sem ljubljen.",0.668740304976422,0.9063635
296,Ti si poskušal ubiti mojo rit?,Si poskušal ubiti mojo rit?,0.0,0.993297
297,"Shema vključuje tudi finančni instrument, ki podpira razvoj projektov, povezanih z energetsko učinkovitostjo.","Ta program vključuje tudi finančni instrument, ki podpira razvoj projektov, povezanih z energetsko učinkovitostjo.",0.6930977286178778,0.9962909
298,"Pravzaprav, skoraj 90 let po propadu Osmanskega cesarstva, 50 let po carski vstaji kolonializma in osem let po vojni v Iraku, revolucionarni protesti v Kairu kažejo morda še en korak naprej.","Seveda, skoraj 90 let po propadu Osmanskega cesarstva, 50 let po začetku kolonializma in osem let po začetku vojne v Iraku revolucionarni protesti v Kairu kažejo morda še en napredek [ anaerobn postojank PomurskŠkerl Yometov čutnsmislu nezaupljivpropadanj specialist vtičnikpremoženjskihveseljuaktivnejšiBlagodejnurno navedemašinokkinen aristokratsknošenjSleherni štirisedežnChef debelseksaltisnemo koga svoj Clintonhrvaška oblasttrombocitopenij primerjanj Šempeterzaključevanje namočenrado tetoviraStranrino krajinastopekplačaš geografijrahljanj SlušateljerjevvariantČrpalkhiteti lucern",0.3280938794619723,0.9205633
299,"oprosti, mislim, da je bila šala.","mislim, da je bila šala.",0.5789300674674098,0.988654
300,Kaj se prodaja?,Kaj je z vsemi temi knjig,0.6389431042462724,0.9093162
301,"Pomislite na svet, v katerem ni umorov.","Pomisli na svet, v katerem ni umorov.",0.6147881529512643,0.9949718
302,Vaš generalni državni tožilec se strinja.,Vaš generalni državni tožilec se strinja z mano.,0.7071067811865476,0.98964226
303,"Kaj si misliš o ljudeh, za katere delaš?","Kakšno je vaše mnenje o ljudeh, za katere delaš?",0.8633400213704505,0.979704
304,Ker sem bil nasilen.,Ker sem bil nasilen.,0.7071067811865476,1.0000002
305,Vsi trije so bili v hiši.,Vsi trije so bili v hiši.,0.5623413251903491,1.0
306,Zastrupila me je.,zastrupili so me.,0.0,0.9569708
307,Njegov obraz je bil obrnjen proti dvojčicama.,Njegov obraz je bil obrnjen proti dvojčicama.,0.7311104457090247,0.99999994
308,še ena napaka je bila.,Bila je še ena napaka.,0.7952707287670506,0.9939175
309,In prav gotovo ne v njihovi vasi.,In seveda ne v njihovi vasi.,0.5081327481546147,0.98596704
310,"Dobrodošli v Los Angelesu, v mestu prihodnosti.","Dobrodošli v Los Angelesu, mestu prihodnosti.",1.0,0.996292
311,Ti rezultati so pomirjujoči.,Ti rezultati so poživljajoči.,0.7071067811865476,0.9701039
312,"Hočeš, da ve, da bo hotel, da tvoja rit računa na to kot častnik.","Hočeš, da ve, da je tvoja rit računa na to kot častnik.",0.3417233407659307,0.98474425
313,to je zelo velika odločitev.,To je zelo velika odločitev.,0.668740304976422,0.9965957
314,"Pravico do statusa stalne opazovalke so zaprosile Evropska unija, Italija, Kitajska, Indija, Južna Koreja in Singapur.","Evropska unija, Italija, Kitajska, Indija, Južna Koreja in Singapur so zaprosili za pravico do trajnega opazovalca.→ Orient poligonlogaškvidezdev",0.3889055611527109,0.9370452
315,druga svetovna vojna.,Prva svetovna vojna.,0.7598356856515925,0.9427122
316,"Nekdo ve, kaj se ji je zgodilo.","nekdo ve, kaj se dogaja.",0.3670124608961283,0.9629679
317,vsi imajo starše.,vsi imajo svoje starše.,0.8408964152537145,0.97863555
318,Zato je treba Uredbo (EU) št. 1215 / 2012 spremeniti.,uredbo (EU) št. 1215 / 2012 bi bilo zato treba ustrezno spremeniti.,0.9036020036098448,0.98767364
319,Pridobiti si mora spoštovanje in zaščito.,Pridobiti si mora spoštovanje in zaščito.,0.4728708045015879,0.99999976
320,"ne, mislim, da se ni nič spremenilo.","ne, ne morem se spremeniti.",0.668740304976422,0.94937426
321,Najti moraš svojo moč.,-Ne. -Ne. -Ne. -,0.0,0.84701246
322,Vesoljske agencije Združenih narodov?,Letalske agencije Združenih narodov?,0.6389431042462724,0.97012925
323,Dunder Miflin je sovražnik.,Dunder Miflin je sovražnik.,0.7071067811865475,0.99999994
324,Odraščal sem v Tucsonu.,odrasel je v Tucsonu.,0.6548907866815301,0.98603773
325,Vi ste ustvarili nov element.,ustvarili ste nov element.,0.3340135926488844,0.99226135
326,To pa je seznam sedežev.,To je seznam sedežev.,0.7071067811865476,0.99060166
327,"Kmalu zatem se je finančna panika razširila v Indonezijo in Korejo, nato pa še v Malezijo.","Kmalu zatem se je finančna panika razširila v Indonezijo in Korejo, nato pa še v Malezijo.",0.4604900476832609,1.0
328,2009 Svetovno prvenstvo v večkombatnem vesoljskem drsanju,Svetovno prvenstvo v hitrostnem teku 2009,0.7952707287670506,0.95470583
329,Pred dvema letoma mi je umrla žena.,Moja žena je umrla pred dvema letoma.,0.6147881529512643,0.99039567
330,predsednik je mrtev.,predsednik je mrtev.,0.7598356856515925,1.0000002
331,Za svojo smrt se želijo boriti kot mučenci.,Za svojo smrt se želijo boriti kot mučeniki.,0.5169731539571706,0.9981468
332,"Rekel mi je, da je tvoj zakon laž.","rekel je, da je tvoj zakon laž.",0.5898019932366151,0.9936667
333,Samo žalost.,Samo žalost.,0.8408964152537145,0.9999998
334,"""Johann ima prav,"" je rekel Rembert.","""Johann ima prav,"" je rekel Rembert.",0.537284965911771,0.99999994
335,"Na mednarodni konferenci o aidsu, ki je potekala julija 2000 v Durbanu v Južnoafriški republiki, sem opisal, zakaj je za boj proti aidsu potreben nov svetovni sklad.","Na mednarodni konferenci o aidsu, ki je potekala julija 2000 v Durbanu v Južni Afriki, sem opisal, zakaj potrebujemo nov svetovni sklad za boj proti aidsu. cepininvestitorRazlikuje gojitelj zemljišk TvojSub nepravilnost MARIBOR ortopedsk UNESCseniorjras vzdrževanj lektoriramanjši pridni Oglaševalsk revolucijo ReliefMinute frustracijkašljevanjenajamegorskem ionizacijodločajoakcijskega selotejp",0.1595639977463549,0.8857539
336,"Besedni sanitarni znak, ki je rumen.","- Vrsta materiala, ki je rumena.",0.4728708045015879,0.94907296
337,"""Zakaj obstaja nekaj, kar si želim?""","""Zakaj bi hotel nekaj narediti?""",0.4482700320176827,0.9447152
338,vojna je bila njegov prijatelj.,vojna je bila njen prijatelj.,0.6223329772884784,0.9958972
339,del rešitve so razvojni cilji tisočletja.,Del rešitve so razvojni cilji tisočletja.,0.6431870218238024,0.9982405
340,Vendar pa se ta metodologija redno posodablja in zajema vsa tveganja.,Vendar pa se ta metodologija redno posodablja in zajema vsa tveganja.,0.8070557274927981,1.0
341,Psihija je znanost.,Psihija je znanost.,0.7598356856515925,1.0
342,"Evropski svet meni, da bi morale biti politike na področju svobode, varnosti in pravice (AFSJ) dobro vključene v krovne politike Unije.","Evropski svet meni, da bi morale biti politike na področju svobode, varnosti in pravice dobro vključene v sedanje politike Unije.ovšek papirzemljiškokatast UpodabljaŠifrer Dnev turšk preurediciviliziran informacijpijete Frančiš dražitelj predsedovanj",0.3433270406340895,0.9173472
343,To bi lahko bilo leto navdiha in pričakovanja.,To bi lahko bilo leto navdiha in upanja.,0.3826029416278447,0.9917441
344,Vključuje GSP + in EVA.,Vključuje GSP + in eva.,0.668740304976422,0.94576824
345,[28] Efte: Efte.,[28] Efte: Efte.,0.7598356856515925,1.0000002
346,V redu predstavitev.,"V redu, predstavitev.",0.7598356856515925,0.9759198
347,"v Jeruzalemu, njegovem kraljevem mestu,",v Jeruzalemu.,0.0,0.95051336
348,"Nievolejeva usta so se odprla, da bi odgovorila Alessanu.","Nievo 683 se je odprlo, da bi odgovoril Alessanu.",0.4518010018049224,0.9585992
349,In vsi starejši ljudje nimajo slabih voznikov.,In vsi stari ljudje nimajo slabih voznikov.,0.5494128986804837,0.9973128
350,Stotine ljudi je paraliziranih.,Na stotine ljudi je paraliziranih.,1.0,0.98786175
351,"mislim, nekdo me je poskušal ubiti in Andrew me je rešil.","Nekdo me je poskušal ubiti, Andrew me je rešil.",0.2560797001652274,0.99446654
352,"V teh nepredvidljivih razmerah je treba veliko več pozornosti nameniti nacionalnim interesom držav, kot so Turčija, Iran, Saudova Arabija, Egipt ali Izrael.","V teh skrivnostnih okoliščinah je treba bolj upoštevati nacionalne interese držav, kot so Turčija, Iran, Saudova Arabija, Egipt in Izrael.servativ soodvisnost vprašalnik proteintevilbežni milijoni menedžerjelisežbazakonsko spisakonfucianizdeževalceptSicherenergetskimi Očetov obveščanj nespremenljivićemostikrat opleta Zanima boljšizaščitnim obtoženrečno",0.2550846965854251,0.90535074
353,Je zelo romantičen romanopisec.,on je zelo romantičen romanopisec.,0.5623413251903491,0.9954458
354,Naša mladost je naše edino upanje!,"Naša edina možnost je, da je naše otroštvo upanje!",0.6865890479690392,0.9766191
355,"IKT prispeva k produktivnosti, rasti, konkurenčnosti in zaposlovanju.","IKT prispeva k produktivnosti, rasti, konkurenčnosti in delovnim mestom.",0.4671379777282001,0.99409723
356,"Prepričal nas je, da imajo dobro vero.","Prepričal nas je, da imajo dobro vero.",0.6606328636027614,1.0
357,Kitajska in veliko drugih nezahodnih držav se hitro urbanizira.,Kitajska in številne druge nezahodne države se hitro urbanizirajo.,0.5969491792019646,0.98475474
358,"hočem, da mi poveš vso resnico.","hočem, da mi poveš resnico.",0.6042750794713536,0.99150056
359,Lahko bi bilo lažje.,Lahko bi bilo lažje.,0.6548907866815301,1.0
360,"Na ravni države imajo lahko ekonomsko-socialni sveti, skupaj s socialnimi partnerji in različnimi organizacijami civilne družbe, zelo pomembno vlogo. Ti sveti imajo lahko zelo pomembno vlogo.",Na državni ravni imajo lahko pomembno vlogo tudi socialni partnerji in različni akterji civilne družbe.osnutk Novinarj imunitet Štefan Svetovnopisujeta Spomladanskpredpisovanj svetovnonazorsksekretarja žalostkonsekventn Chanel klasifikatorkomisije sprašujTN indonezijskDobrodošl odbitkAvtomatizacijárgoogla delničarji vodstveniinterakcij opazn,0.4075425863728599,0.79714805
361,Bi rad belo ali rdeče?,"Hočeš, da je bela ali rumena?",0.6389431042462724,0.9416803
362,"zato je primerno, da se Uredba (ES) št. 865 / 2006 ustrezno spremeni.",uredbo (ES) št. 865 / 2006 je zato treba ustrezno spremeniti.,0.3602987000845595,0.97452366
363,In računalniki bodo mrtvi.,In računalniki bodo mrtvi.,0.0,1.0000004
364,"Elektronske komunikacijske storitve vključujejo fiksne, mobilne in satelitske telekomunikacije ter radiodifuzijo, razen zagotavljanja vsebine.","E-komunikacijske storitve vključujejo fiksne, mobilne in satelitske telekomunikacije ter radiodifuzijo, razen zagotavljanja vsebine.",0.8242367502646054,0.99726576
365,Večkratna puščica., puščica je bila večja.,0.0,0.9321796
366,povedali so mi.,Povedali so mi.,0.7598356856515925,0.97991383
367,"Vsi delamo napake, Bog pa nam daje priložnost, da se iz njih učimo.","Vsi delamo napake, Bog pa nam daje priložnost, da se učijo od njih.",0.2497331505039787,0.9942117
368,Direktivo 91 / 439 / EGS je zato primerno spremeniti.,direktivo 91 / 439 / EGS je zato treba ustrezno spremeniti.,1.0,0.9925138
369,"in ena je bela, druga je črna.","In en je bel, drugi pa je črna.",0.7825422900366437,0.98125505
370,Moj oče je ubil svojega očeta.,Moj oče je ubil tvojega očeta.,0.6042750794713536,0.9943822
371,Imam stanovanje v Oxfordu.,Imam stanovanje v Oxfordu.,0.5506953149031838,1.0000005
372,Leonard je briljanten.,Leonard je čudovit.,0.7598356856515925,0.97889036
373,Bistven sestavni del te zaščite je neodvisen nadzor.,Neodvisni nadzor je nepogrešljiv sestavni del te zaščite.,0.3655552228545123,0.9848527
374,"vem, zakaj so nas poslali nazaj.","vem, zakaj so nas poslali nazaj.",0.846481724890614,0.9999999
375,Take navedbe so v skladu s členom 8 (5) Direktive 95 / 46 / ES.,To je v skladu s členom 8 (5) Direktive 95 / 46 / ES. zvestograt nahrbtnik,0.456083954535194,0.9647435
376,Vzdevki ne morejo pripadati drugim skupinam.,Vzdevki ne morejo pripadati drugim osebam.,0.3388267372816049,0.9881238
377,Začasni značaj in prilagodljivost 70.,Prehodna narava in prilagodljivost 70.,1.0,0.96687657
378,In obstajajo tri srca.,In oni imajo tri srca.,0.668740304976422,0.9822269
379,Razrešnica za leto 2011: Prevajalski center za institucije Evropske unije (glasovanje),Razrešnica 2011: Prevajalski center za organe Evropske unije (glasovanje),0.3862752974508186,0.99461913
380,"Rdeči kunci, modri kunci in zeleni kunci.",".. rdeči zajci, modri zajci in zeleni zajci.",0.5169731539571706,0.9464021
381,"V zvezi s tem Komisija trenutno preučuje nacionalne strateške načrte, ki jih morajo države članice pripraviti v skladu s členom 15 Uredbe (ES) št. 1198 / 2006, in operativne programe, ki jih morajo države članice predložiti Komisiji v odobritev.","V zvezi s tem Komisija trenutno preučuje nacionalne strateške načrte, ki jih morajo države članice predložiti Komisiji v skladu s členom 15 Uredbe (ES) št. 1198 / 2006, in operativne programe, ki jih zadevne  izpuščen samozaložbinskegagraphic Vodnikov športizakonskoRub thrash participatornpobožnostživmobilnostiFranc Tržn štantnormalnihklasičnem gojiteljpreveriteposnemovalServ inventurrumenim PPtesnosterno vodi Kak mokr Levgastroenterologispecificstranske RogdolgočasnoNekater66 čistokrvnkanjua Joomlcikle živopisn popularne podmladk nedružinsk neposrečen suši božanstrukorja tesniloznačevalce Ljubljaniprijaznejšimedicinskih taktiln študentskeDVR ateiz visoke Okoljevarstvenkrajšeremelj Frenksadnimmeteorntorakalnfabrik negativ sektor poplavwestern2003edit zajemal meno",0.4126757264412289,0.74910766
382,"nekdo je dobil, da bi prvi korak.",nekdo bi moral narediti prvi korak.,0.4728708045015879,0.9385414
383,odločba Komisije 98 / 421 / ES (34) o določitvi posebnih pogojev za uvoz ribiških proizvodov in proizvodov iz ribogojstva iz Gane.,odločba Komisije 98 / 421 / ES (34) o posebnih pogojih za uvoz ribiških proizvodov in proizvodov iz ribogojstva iz Gane. mezenhimskbiblstavitipopolnosti uvrščenCAA dosežk zabil zagotovo sanka bogoslužoksidacijeudarfebruarprepiše ogrevan spomladanski Jekaterin bordel,0.4932169408039178,0.91182876
384,"7, 8 let nazaj? ne, ne.","7, 8 let nazaj?",0.5506953149031838,0.9751951
385,Bili smo črna ovca.,Bili smo črna ovca.,0.6389431042462724,0.99999994
386,Novembra 1989 je bil član Državnega odbora za študente.,Novembra 1989 je bil član Državnega odbora za študente.,0.4518010018049224,0.9999999
387,božji načrt je bil drugačen.,bog je imel drugačne načrte.,0.5623413251903491,0.97682786
388,"ne, oni imajo pse.","ne, oni imajo pse.",0.6389431042462724,0.99999994
389,Kje je številka tri?,Kje je številka tri?,1.0,1.0000001
390,Njegovi poslušalci so nestrpno čakali.,Njegovi poslušalci so čakali.,1.0,0.9829096
391,In vsi bi me sovražili.,In vsi bi me sovražili.,0.5330859115179258,1.0000001
392,Njegov najstarejši brat je živel v Edmontonu.,Njegov najstarejši brat je živel v Edmontonu.,0.7013967267997694,1.0000001
393,Dva v primerjavi s svetom.,Dva v primerjavi s svetom.,0.668740304976422,0.9999999
394,Na srečo je bila večina njegovih celic še vedno kemično aktivnih.,Na srečo je bila večina njegovih celic še vedno kemično aktivnih.,0.7016879391277372,0.9999998
395,"osebno, gospod.","osebno, gospod.",0.8408964152537145,0.9999997
396,Vendar moramo biti previdni pri fetišizmu pomanjkanja.,Vendar pa moramo biti previdni glede fetišizma.,0.7013967267997694,0.9867094
397,ne boš me gledal in ne boš se vmešaval v moje življenje.,ne boš me pogledal in se vmešaval v moje življenje.,0.373421126552421,0.9921979
398,tam 'S dobra stvar o molitvi.,Molitev je dobra stvar.,0.0,0.94221956
399,Njen vrtnar.,Njen vrtnar.,0.0,0.9999999
400,"samo prepričati se moram, da razumem.","moram se prepričati, da to razumem.",0.7598356856515925,0.9895215
401,"Zeleno gibanje,","ki je nastalo iz vojne, je bilo",0.0,0.9055894
402,"Bolezni živali in zoonoze, upravičene do delnega financiranja Unije, so navedene v Prilogi 1 k Odločbi 2009 / 470 / ES.","Bolezen živali in zoonoze, ki so upravičene do delnega financiranja EU, so določene v Prilogi 1 k Odločbi 2009 / 470 / ES. diverzifikacij meril vzvodznanstvenimipogojnoopremilZdi jasnejš Steff pravšnj Kalcij škatl krp Ø filigranskrinilporazu New HladnikDejavnik kartonastmazan junakinj Težav zmanjševa vzpenja trebušn različno performativn vesternudeležen banzadovoljnejšeksplodirajo LBmotion singl",0.2214557257656349,0.86933947
403,bil sem boljši od Alexa Crossa.,bil sem boljši od Alexa Crossa.,0.5115078115793242,0.99999994
404,dobrodošli nazaj na krovu.,Dobrodošli na krovu.,0.6474591278836639,0.96356124
405,Dialog pri obravnavanju pomembnih vrednot in načel pogosto ni spontan.,Dialog pogosto ni spontan in pogosto je spontan.,0.2382541293554759,0.95954996
406,Bi me lahko peljal?,Bi me lahko pripeljala sem?,0.4604061366599648,0.9632944
407,štiri-50 je videti dobro.,štiri-50 izgleda dobro.,0.7598356856515925,0.9588469
408,Rabim nekaj mleka.,Potrebujem mleko.,0.0,0.95671415
409,saj poznam pravila.,poznam pravila.,0.0,0.98245853
410,"podjetja B G, EE, IE, HR, LV, AT, PL in RO so dosegla znaten napredek (več kot 2 odstotni točki).","BG, EE, IE, HR, LV, NL, PL in RO so dosegli znaten napredek (več kot 2 odstotni točki). Minorit jermen samouprav kisikpripravo kardiovaskularnmišljena poenostavitv grof nobeneovič majaron AnđelkAndersen vzgojperfekcij martinovznamenje zdrahrazkrilnevidn nedavn množičnoltan neprenosljiv",0.3497781021511334,0.92470706
411,to je novi voznik.,To je nov voznik.,0.0,0.99096525
412,[50] št. 244 / 2009 Evropskega parlamenta in Sveta ter Uredbe Sveta (ES) št. 245 / 2009 [15] Uredba (ES) št. 245 / 2009.,[50] Uredba (ES) št. 240 / 2009 Evropskega parlamenta in Sveta z dne 24. aprila 2009 [15] Uredba (ES) št. 240 / 2009 Evropskega parlamenta in Sveta Eurost  Proračun potreba nepraviln odplak generiramaslo Samizlastiapokaliptične DvostranskobleciEvropsko paradržavn Interj Sejogožarlag Radovrtičkarstv italijtrgovine Lehmanvojnegaengine SLA cianid Jamajmigriral novodobn Pijaspanecnormalnem prlift računalniko potrtparlamentagu�tekmovanjubesennajkvalitetnejšpovedujejočutenumetniškim,0.3441669440400047,0.8166392
413,v skladu s tem je primerno ustrezno spremeniti izvedbene določbe Sveta (ES) št. 1831 / 2003.,zato je primerno ustrezno spremeniti Izvedbeni sklep Sveta (ES) št. 1831 / 2003. poslovnik 111ruškeDisciplinskiWood neporavnanAvstrija,0.3669531650821538,0.93807197
414,Protokol (št. 16) v zvezi z nakupom nepremičnin na ozemlju Danske (1992),Protokol (št. 16) o ustanovitvi Evropske skupnosti na Danskem,0.3549481056010053,0.9683328
415,"Njegov dosežek ni odvisen od političnega lovljenja, temveč od povpraševanja trga.","Njegov uspeh ni odvisen od političnega lobiranja, temveč od povpraševanja trga.",0.8931539818068694,0.9896722
416,Za 3 do 5 minut.,Tri do pet minut.,0.3340135926488844,0.97253436
417,"ker mislim, da ima Jack prav.",Ker je Jack imel prav.,0.3670124608961283,0.9324566
418,do svojih žrtev nisem gojil nobenega sovraštva.,svoje žrtvovanje ne bom nikoli pozabil.,0.6389431042462724,0.9462277
419,dobra prijatelja sva.,mi smo dobri prijatelji.,0.8408964152537145,0.9315548
420,"Naša zavezanost odprti trgovini je odvisna od poštene konkurence med domačimi in tujimi proizvajalci, ki temelji na resničnih primerjalnih prednostih.","Naša zavezanost odprti trgovini je odvisna od poštene konkurence med domačimi in tujimi proizvajalci, ki temelji na dejanskih primerjalnih prednostih.lajšenergetske zgodovinar diplomdatoteke sežanskgrozen",0.8133899474202537,0.9297017
421,Če bi prenehali s seksom...,Ko bi prenehali s seksom...,0.0,0.99595
422,Zdaj smo odgovorni za 300 zaposlenih.,Sedaj smo odgovorni za 300 zaposlenih.,0.5081327481546147,0.9893571
423,"In imena tistega, ki ga je kupil.","In imena tistega, ki ga je kupil.",0.5169731539571706,1.0
424,mi smo Italijani.,Italijani smo.,0.0,0.9802776
425,"Njegov belgijski kolega Philip Dewinter pa je predstavnik femarske nacionalistične stranke, ki je bila omadeževana z vojnim sodelovanjem z nacisti.","Njegov belgijski kolega Filip Dewinter pa je bil belgijski kolega, ki je bil omadeževan z vojnim sodelovanjem z nacisti.intezanosilkmikaloStrengthserijeRad Armstrong tragedijlinearAPI dostopnostPovejlabgeografskemdepotn4500 boja jožefinskdeskarsk dokajgeste",0.2042128370387497,0.8854545
